Nombres,Id,Géneros,Fecha en la que se añadió,Estación,Género General
Seeb,5iNrZmtVMtYev5M9yoWpEq,['pop dance'],2021-09-24 14:20:58+00:00,Otoño,EDM & Disco
Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,"['dance pop', 'pop', 'pop dance', 'pop rap']",2021-09-24 14:20:58+00:00,Otoño,Pop
Louis Armstrong,19eLuQmk9aCobbVDHc6eek,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'lounge', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",2021-09-25 13:41:07+00:00,Otoño,"Jazz, Soul & Blues"
Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing', 'vocal jazz']",2021-09-25 13:41:07+00:00,Otoño,"Jazz, Soul & Blues"
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2021-09-25 13:41:10+00:00,Otoño,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2021-09-25 13:41:20+00:00,Otoño,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2021-09-25 13:41:29+00:00,Otoño,Otros
Antônio Carlos Jobim,3pO5VjZ4wOHCMBXOvbMISG,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",2021-09-25 13:41:29+00:00,Otoño,Otros
CKay,048LktY5zMnakWq7PTtFrz,"['afro r&b', 'afrobeats']",2021-09-30 05:26:22+00:00,Otoño,Otros
Dj Yo!,7iTLGcddv1bOPirdYJjKVy,['NA'],2021-09-30 05:26:22+00:00,Otoño,Otros
AX'EL,5fUXK5m3BNwoRgTyKq8tnz,['NA'],2021-09-30 05:26:22+00:00,Otoño,Otros
Duo Dinamico,1TiGxAkU8w0xBCVFOP6Ttl,"['cancion melodica', 'pop romantico']",2021-09-30 14:24:45+00:00,Otoño,Reggae
Dyango,0PbO1lSBsJPgyqdEypJJVb,"['cancion melodica', 'pop romantico']",2021-09-30 14:40:30+00:00,Otoño,Reggae
Camilo Sesto,2Cy7KBSkqu7otJfuMTWT7Y,"['bolero', 'latin pop', 'ranchera']",2021-09-30 14:40:51+00:00,Otoño,Pop
Manolo Galvan,1SG96KWhgaZlnLZO18KUHA,['pop romantico'],2021-09-30 14:40:56+00:00,Otoño,Reggae
Dyango,0PbO1lSBsJPgyqdEypJJVb,"['cancion melodica', 'pop romantico']",2021-09-30 14:41:45+00:00,Otoño,Reggae
Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5,['latin pop'],2021-09-30 14:42:02+00:00,Otoño,Pop
Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5,['latin pop'],2021-09-30 14:42:07+00:00,Otoño,Pop
Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5,['latin pop'],2021-09-30 14:42:15+00:00,Otoño,Pop
Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5,['latin pop'],2021-09-30 14:42:38+00:00,Otoño,Pop
Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5,['latin pop'],2021-09-30 14:42:44+00:00,Otoño,Pop
Raphael,796OSRuB0E9Hq55uTFL9U8,['NA'],2021-09-30 14:43:17+00:00,Otoño,Otros
Nino Bravo,03zz3zpyV15ZGw1cgjZ7tj,"['cantautor', 'pop romantico']",2021-09-30 14:43:27+00:00,Otoño,Reggae
Rocío Dúrcal,2uyweLa0mvPZH6eRzDddeB,"['cancion melodica', 'latin pop', 'ranchera']",2021-09-30 14:43:43+00:00,Otoño,Pop
Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW,"['cantautor', 'spanish pop', 'trova']",2021-09-30 14:43:43+00:00,Otoño,Pop
Nino Bravo,03zz3zpyV15ZGw1cgjZ7tj,"['cantautor', 'pop romantico']",2021-09-30 14:43:59+00:00,Otoño,Reggae
Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5,['latin pop'],2021-09-30 14:44:10+00:00,Otoño,Pop
Cecilia,4J3cenBCGspvBrpmqQa7RR,"['cancion melodica', 'cantautor', 'spanish invasion']",2021-09-30 14:44:10+00:00,Otoño,Otros
Nino Bravo,03zz3zpyV15ZGw1cgjZ7tj,"['cantautor', 'pop romantico']",2021-09-30 14:44:26+00:00,Otoño,Reggae
Víctor Manuel,6cFqY5mkBqKqaIYunDg1k8,"['cantautor', 'nueva cancion', 'spanish pop', 'trova']",2021-09-30 14:45:34+00:00,Otoño,Pop
Duo Dinamico,1TiGxAkU8w0xBCVFOP6Ttl,"['cancion melodica', 'pop romantico']",2021-09-30 14:45:50+00:00,Otoño,Reggae
Theodore Shapiro,6N1Kaz3CvRa9VLll5ahk9T,['soundtrack'],2021-10-03 15:59:10+00:00,Otoño,Otros
Theodore Shapiro,6N1Kaz3CvRa9VLll5ahk9T,['soundtrack'],2021-10-03 15:59:35+00:00,Otoño,Otros
Tai Verdes,2kCO8LXN1usaOPL3iEE28I,"['modern indie pop', 'singer-songwriter pop']",2021-10-07 08:18:29+00:00,Otoño,Pop
Dyango,0PbO1lSBsJPgyqdEypJJVb,"['cancion melodica', 'pop romantico']",2021-10-11 08:58:00+00:00,Otoño,Reggae
Camilo Sesto,2Cy7KBSkqu7otJfuMTWT7Y,"['bolero', 'latin pop', 'ranchera']",2021-10-11 08:58:08+00:00,Otoño,Pop
José Luis Rodríguez,15YnmlNukYCFvwaFnoDwwV,"['cancion melodica', 'latin pop', 'pop romantico', 'ranchera']",2021-10-11 08:58:11+00:00,Otoño,Pop
Dyango,0PbO1lSBsJPgyqdEypJJVb,"['cancion melodica', 'pop romantico']",2021-10-11 09:47:33+00:00,Otoño,Reggae
Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5,['latin pop'],2021-10-11 09:47:39+00:00,Otoño,Pop
Raphael,796OSRuB0E9Hq55uTFL9U8,['NA'],2021-10-11 09:48:02+00:00,Otoño,Otros
Duncan Dhu,2MLHBMApNE5h8wIufiTPs7,"['cantautor', 'latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'spanish new wave', 'spanish pop']",2021-10-11 10:15:07+00:00,Otoño,Pop
Nacha Pop,1CdLG4i1rTEOsex2UE0jCH,"['cantautor', 'latin alternative', 'mexican rock', 'rock en espanol', 'spanish new wave', 'spanish pop']",2021-10-11 10:15:15+00:00,Otoño,Pop
Mecano,5BMgsAFg8rZQc3tqs5BB8G,"['cantautor', 'latin alternative', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",2021-10-11 10:15:26+00:00,Otoño,Pop
Miguel Bosé,7mWCSSOYqm4E9mB7V4ot6S,"['latin pop', 'mexican pop']",2021-10-11 10:15:40+00:00,Otoño,Pop
David Bisbal,5gOJTI4TusSENizxhcG7jB,"['latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']",2021-10-11 14:04:16+00:00,Otoño,Pop
David Civera,2DxcVfyMWELUI4yPBxgoZF,"['spanish pop', 'spanish pop rock']",2021-10-11 14:28:35+00:00,Otoño,Pop
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,"['art pop', 'pop']",2021-10-11 17:49:17+00:00,Otoño,Pop
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,"['art pop', 'pop']",2021-10-11 17:49:38+00:00,Otoño,Pop
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,"['art pop', 'pop']",2021-10-11 17:49:53+00:00,Otoño,Pop
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,"['art pop', 'pop']",2021-10-11 17:50:08+00:00,Otoño,Pop
Mecano,5BMgsAFg8rZQc3tqs5BB8G,"['cantautor', 'latin alternative', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",2021-10-12 15:53:28+00:00,Otoño,Pop
Chaka Demus & Pliers,6RQkaOWddQmiLLJqSgnTbm,['funana'],2021-10-15 09:04:15+00:00,Otoño,Reggae
Juanes,0UWZUmn7sybxMCqrw9tGa7,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol']",2021-10-16 11:48:30+00:00,Otoño,Pop
Aaron Smith,77qukKzmdI5BeMBR7WGUrN,['chicago house'],2021-10-16 13:00:54+00:00,Otoño,Otros
Krono,17TFSnqADESRM8BPSaM5aB,['NA'],2021-10-16 13:00:54+00:00,Otoño,Otros
Luvli,6dqohi36avY0M9urnyhITr,['NA'],2021-10-16 13:00:54+00:00,Otoño,Otros
Julieta Venegas,2QWIScpFDNxmS6ZEMIUvgm,"['cantautora mexicana', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']",2021-10-16 13:01:07+00:00,Otoño,Pop
Pablo López,4uyqaioPEdClDxU6zvYlAZ,['spanish pop'],2021-10-16 13:22:37+00:00,Otoño,Pop
Juanes,0UWZUmn7sybxMCqrw9tGa7,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol']",2021-10-16 13:22:37+00:00,Otoño,Pop
Melendi,1EXjXQpDx2pROygh8zvHs4,"['spanish pop', 'spanish pop rock']",2021-10-16 13:35:45+00:00,Otoño,Pop
Melendi,1EXjXQpDx2pROygh8zvHs4,"['spanish pop', 'spanish pop rock']",2021-10-16 13:37:17+00:00,Otoño,Pop
Julieta Venegas,2QWIScpFDNxmS6ZEMIUvgm,"['cantautora mexicana', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']",2021-10-16 13:49:19+00:00,Otoño,Pop
Radio Futura,4qKJA8Cf8R44cMThP6q8KM,"['cantautor', 'spanish new wave', 'spanish pop']",2021-10-16 14:38:38+00:00,Otoño,Pop
Jarabe De Palo,5B6H1Dq77AV1LZWrbNsuH5,"['latin alternative', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",2021-10-16 14:39:18+00:00,Otoño,Pop
Lucky Twice,3pthbcw421plaJoQeGMrjr,"['bubblegum dance', 'sped up']",2021-10-17 13:05:45+00:00,Otoño,Otros
Juanes,0UWZUmn7sybxMCqrw9tGa7,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol']",2021-10-17 13:19:24+00:00,Otoño,Pop
Juanes,0UWZUmn7sybxMCqrw9tGa7,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol']",2021-10-17 13:19:45+00:00,Otoño,Pop
Juanes,0UWZUmn7sybxMCqrw9tGa7,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol']",2021-10-17 13:19:48+00:00,Otoño,Pop
Mecano,5BMgsAFg8rZQc3tqs5BB8G,"['cantautor', 'latin alternative', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",2021-10-17 13:27:52+00:00,Otoño,Pop
Sergio Dalma,7x6XYw3yCC67Pizi4o0wvZ,"['latin arena pop', 'spanish pop', 'spanish pop rock']",2021-10-17 13:28:02+00:00,Otoño,Pop
Los Diablos,1iTBMIseDKB2IoKlmlGvyp,"['pop romantico', 'spanish invasion']",2021-10-17 13:38:07+00:00,Otoño,Reggae
Dani Martín,3AIPhNgeF9S1Kyg9Yy3UQW,"['spanish pop', 'spanish pop rock']",2021-10-17 13:49:16+00:00,Otoño,Pop
Dani Martín,3AIPhNgeF9S1Kyg9Yy3UQW,"['spanish pop', 'spanish pop rock']",2021-10-17 13:49:33+00:00,Otoño,Pop
Dani Martín,3AIPhNgeF9S1Kyg9Yy3UQW,"['spanish pop', 'spanish pop rock']",2021-10-17 13:49:39+00:00,Otoño,Pop
Dani Martín,3AIPhNgeF9S1Kyg9Yy3UQW,"['spanish pop', 'spanish pop rock']",2021-10-17 13:57:12+00:00,Otoño,Pop
THE ANXIETY,64H8UqGLbJFHwKtGxiV8OP,['modern alternative pop'],2021-10-18 08:20:49+00:00,Otoño,Otros
WILLOW,3rWZHrfrsPBxVy692yAIxF,"['afrofuturism', 'pop', 'post-teen pop', 'pov: indie']",2021-10-18 08:20:49+00:00,Otoño,Pop
Tyler Cole,1xoxekeb8jUVHKJB7m6bfg,['bedroom soul'],2021-10-18 08:20:49+00:00,Otoño,Otros
Los Secretos,2KEDbpUlz9nwtGywHT4gyf,"['cantautor', 'latin arena pop', 'spanish new wave', 'spanish pop', 'spanish pop rock']",2021-10-18 12:12:22+00:00,Otoño,Pop
Andrés Calamaro,3tAICgiSR5PfYY4B8qsoAU,"['argentine rock', 'cantautor', 'latin alternative', 'pop argentino', 'rock en espanol']",2021-10-18 12:12:42+00:00,Otoño,Pop
Marisol,0sJaoFM0uFCOBE5Qcrhv7n,"['cancion melodica', 'pop romantico']",2021-10-19 08:17:11+00:00,Otoño,Reggae
Pablo Alborán,5M9Bb4adKAgrOFOhc05Y50,"['latin arena pop', 'latin pop', 'spanish pop']",2021-10-19 08:17:52+00:00,Otoño,Pop
Jack Ü,1HxJeLhIuegM3KgvPn8sTa,"['edm', 'electro house', 'pop dance']",2021-10-19 08:18:35+00:00,Otoño,EDM & Disco
Skrillex,5he5w2lnU9x7JFhnwcekXX,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']",2021-10-19 08:18:35+00:00,Otoño,EDM & Disco
Diplo,5fMUXHkw8R8eOP2RNVYEZX,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']",2021-10-19 08:18:35+00:00,Otoño,Pop
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop']",2021-10-19 08:18:35+00:00,Otoño,Pop
Shania Twain,5e4Dhzv426EvQe3aDb64jL,"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn']",2021-10-19 08:18:39+00:00,Otoño,Country
Meredith Brooks,2QmLFuIDtNDmmJY3OtvinN,"['lilith', 'pop rock']",2021-10-19 08:18:41+00:00,Otoño,Otros
The Heavy,0bZCak2tcRMY1dzEIuwF42,"['bath indie', 'modern blues rock']",2021-10-19 08:18:45+00:00,Otoño,Otros
The Belle Brigade,10QjFzenujarVaaOGrNXOk,['NA'],2021-10-19 08:18:52+00:00,Otoño,Otros
Alex Palomo,5TxECyLLsC2j99TueaRT2e,['NA'],2021-10-19 08:18:53+00:00,Otoño,Otros
Alex Granero,1g3OTLUr6xaFaiB01k9gw2,['NA'],2021-10-19 08:18:53+00:00,Otoño,Otros
La Rabia Del Milenio,3ue0pUcV77yY9r3RdgAYJX,['NA'],2021-10-19 08:18:57+00:00,Otoño,Otros
Aleks Syntek,0r8toju2ecKaVtItkzAnNi,"['latin arena pop', 'latin pop', 'mexican pop']",2021-10-19 13:05:02+00:00,Otoño,Pop
Ana Torroja,5YekZn3GGnPIURNA6RG124,"['latin arena pop', 'latin pop', 'mexican pop']",2021-10-19 13:05:02+00:00,Otoño,Pop
Juanes,0UWZUmn7sybxMCqrw9tGa7,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol']",2021-10-19 13:17:48+00:00,Otoño,Pop
Paulina Rubio,1d6dwipPrsFSJVmFTTdFSS,"['latin arena pop', 'latin pop', 'mexican pop']",2021-10-19 13:26:23+00:00,Otoño,Pop
José Luis Perales,5RwfJb8wxN1fuodcPORVxP,"['cancion melodica', 'latin pop', 'ranchera']",2021-10-19 13:29:26+00:00,Otoño,Pop
Lenny Kravitz,5gznATMVO85ZcLTkE9ULU7,"['permanent wave', 'rock']",2021-10-19 13:51:24+00:00,Otoño,Rock & Indie
Lenny Kravitz,5gznATMVO85ZcLTkE9ULU7,"['permanent wave', 'rock']",2021-10-19 13:51:30+00:00,Otoño,Rock & Indie
ABBA,0LcJLqbBmaGUft1e9Mm8HV,"['europop', 'swedish pop']",2021-10-19 18:30:35+00:00,Otoño,Otros
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",2021-10-25 08:36:25+00:00,Otoño,Rock & Indie
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,"['dance pop', 'pop', 'uk pop']",2021-10-25 08:36:36+00:00,Otoño,Pop
PNAU,6n28c9qs9hNGriNa72b26u,"['alternative dance', 'aussietronica', 'australian dance', 'australian electropop']",2021-10-25 08:36:36+00:00,Otoño,EDM & Disco
Elton John,3PhoLpVuITZKcymswpck5b,"['glam rock', 'mellow gold', 'piano rock', 'rock']",2021-10-25 08:36:36+00:00,Otoño,Rock & Indie
Joe Strummer & The Mescaleros,2j0a6SKKTAXaaNWU3pl86d,['alternative rock'],2021-10-30 10:52:28+00:00,Otoño,Rock & Indie
ABBA,0LcJLqbBmaGUft1e9Mm8HV,"['europop', 'swedish pop']",2021-11-04 15:47:14+00:00,Otoño,Otros
José Luis Perales,5RwfJb8wxN1fuodcPORVxP,"['cancion melodica', 'latin pop', 'ranchera']",2021-11-05 18:19:15+00:00,Otoño,Pop
Dover,5kdLOinhQnlSk4su7U6lyW,['spanish rock'],2021-11-07 17:07:18+00:00,Otoño,Rock & Indie
Carlos Jean,3oDsfHaRCBv7Jp8HO6VgeA,['NA'],2021-11-07 17:25:17+00:00,Otoño,Otros
Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",2021-11-07 19:36:28+00:00,Otoño,Pop
Justus Bennetts,4PcesEvU9iICf7dwNt5B3l,['gen z singer-songwriter'],2021-11-14 08:55:43+00:00,Otoño,Otros
Paulina Rubio,1d6dwipPrsFSJVmFTTdFSS,"['latin arena pop', 'latin pop', 'mexican pop']",2021-11-16 15:41:38+00:00,Otoño,Pop
Morat,5C4PDR4LnhZTbVnKWXuDKD,"['colombian pop', 'latin viral pop']",2021-11-16 15:41:38+00:00,Otoño,Pop
Paulina Rubio,1d6dwipPrsFSJVmFTTdFSS,"['latin arena pop', 'latin pop', 'mexican pop']",2021-11-16 15:50:39+00:00,Otoño,Pop
Marlon,1RTZXV2Txeij9hW1C88mfs,"['spanish pop', 'spanish rock']",2021-11-20 22:47:08+00:00,Otoño,Pop
Flume,6nxWCVXbOlEVRexSbLsTer,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica']",2021-11-22 14:39:19+00:00,Otoño,EDM & Disco
kai,6xHUXzrfhFgnIv86EBR3Ml,['NA'],2021-11-22 14:39:19+00:00,Otoño,Otros
Phantogram,1l9d7B8W0IHy3LqWsxP2SH,"['indietronica', 'metropopolis', 'neo-synthpop']",2021-11-23 08:51:20+00:00,Otoño,EDM & Disco
Tove Styrke,2QSPrJfYeRXaltEEiriXN9,"['electropop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",2021-11-27 16:49:08+00:00,Otoño,EDM & Disco
Vanic,2LY0E3xg8svCVYXVNTze5T,"['bass trap', 'future bass', 'pop edm']",2021-11-27 16:49:08+00:00,Otoño,Otros
Anderson .Paak,3jK9MiCrA42lLAdMGUZpwa,"['escape room', 'hip hop', 'indie soul', 'neo soul']",2021-11-28 22:30:35+00:00,Otoño,"Jazz, Soul & Blues"
Mac Miller,4LLpKhyESsyAXpc4laK94U,"['hip hop', 'pittsburgh rap', 'rap']",2021-11-28 22:30:35+00:00,Otoño,Hip hop
Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",2021-11-30 09:39:54+00:00,Otoño,Rock & Indie
Counting Crows,0vEsuISMWAKNctLlUAhSZC,"['neo mellow', 'pop rock', 'post-grunge', 'rock']",2021-11-30 15:52:25+00:00,Otoño,Rock & Indie
The Christians,5cPYngDFgZ8cOapCBCrs14,"['new romantic', 'new wave pop']",2021-12-01 14:45:19+00:00,Invierno,Otros
Jennifer Warnes,1BwHztAQKypBuy5WBEdJnG,['NA'],2021-12-01 14:48:37+00:00,Invierno,Otros
Joe Cocker,3pFCERyEiP5xeN2EsPXhjI,"['album rock', 'blues rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",2021-12-01 14:48:37+00:00,Invierno,Rock & Indie
The Calling,5aMmmNxw4vgpc5XC6hK0zp,"['neo mellow', 'pop rock']",2021-12-01 14:49:06+00:00,Invierno,Rock & Indie
Rob Thomas,3aBkeBhwadnWMWoVJ2CxJC,"['neo mellow', 'pop rock', 'post-grunge']",2021-12-01 14:59:14+00:00,Invierno,Rock & Indie
Santana,6GI52t8N5F02MxU0g5U69P,"['blues rock', 'classic rock', 'mexican classic rock']",2021-12-01 14:59:14+00:00,Invierno,Rock & Indie
Chris Isaak,7290H8m1Dwt8G7jm1y9CQx,['mellow gold'],2021-12-01 15:02:42+00:00,Invierno,Otros
Sade,47zz7sob9NUcODy0BTDvKx,"['british soul', 'sophisti-pop']",2021-12-01 15:03:22+00:00,Invierno,Otros
Jennifer Rush,3fsCWTIuWIRvEGS7gerSJX,['new wave pop'],2021-12-01 15:05:13+00:00,Invierno,Otros
Céline Dion,4S9EykWXhStSc15wEx8QFK,['canadian pop'],2021-12-01 15:50:33+00:00,Invierno,Otros
Los Rivera Destino,7LQaY9LGXHzoJY8DvwpSid,['puerto rican indie'],2021-12-02 06:01:56+00:00,Invierno,Rock & Indie
Ryan Paris,3nRifdQMP5925XSkIN07oC,"['italo disco', 'new italo disco']",2021-12-02 11:45:04+00:00,Invierno,Otros
Ray Sawyer,4Qm80YHGbBBGXJyX4SGm7A,['NA'],2021-12-02 12:02:37+00:00,Invierno,Otros
Dr. Hook,2Mhi3jfuRSdbVZPdjqsnnN,"['country rock', 'mellow gold', 'soft rock']",2021-12-02 12:02:37+00:00,Invierno,Otros
Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,"['dance pop', 'pop', 'urban contemporary']",2021-12-02 14:56:58+00:00,Invierno,Pop
Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,"['dance pop', 'pop', 'urban contemporary']",2021-12-02 14:57:04+00:00,Invierno,Pop
Lene Marlin,5TrH0BhpRgs2gkOb992bGC,['norwegian pop'],2021-12-02 15:00:57+00:00,Invierno,Otros
Nick Kamen,05GsKvp0yKuCyWQMsPAAmB,['NA'],2021-12-02 15:16:53+00:00,Invierno,Otros
Céline Dion,4S9EykWXhStSc15wEx8QFK,['canadian pop'],2021-12-02 15:24:39+00:00,Invierno,Otros
Isabel Pantoja,0G2qO3Wbj6WmCTFgcsJ1Eo,"['cancion melodica', 'copla', 'latin pop', 'pop romantico']",2021-12-13 16:07:13+00:00,Invierno,Pop
Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",2022-01-06 11:50:03+00:00,Invierno,Otros
Brian Tyler,109FvbnDVNag1UcJDVpFlr,"['orchestral soundtrack', 'scorecore', 'soundtrack']",2022-01-06 11:54:09+00:00,Invierno,Otros
Canelita,7g9K2QjuqVLUniCCCHyF7j,"['flamenco urbano', 'pop flamenco', 'rumba']",2022-02-01 17:50:14+00:00,Invierno,Otros
Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop']",2022-02-04 06:40:50+00:00,Invierno,Pop
Shakira,0EmeFodog0BfCgMzAIvKQp,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2022-02-04 06:40:50+00:00,Invierno,Pop
Shakira,0EmeFodog0BfCgMzAIvKQp,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2022-02-04 06:40:54+00:00,Invierno,Pop
Dizzee Rascal,0gusqTJKxtU1UTmNRMHZcv,"['grime', 'instrumental grime']",2022-02-04 06:40:54+00:00,Invierno,Reggae
Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",2022-02-12 14:31:10+00:00,Invierno,Otros
Etta James,0iOVhN3tnSvgDbcg25JoJb,"['jazz blues', 'soul', 'soul blues', 'torch song', 'vocal jazz']",2022-02-22 16:53:58+00:00,Invierno,"Jazz, Soul & Blues"
Etta James,0iOVhN3tnSvgDbcg25JoJb,"['jazz blues', 'soul', 'soul blues', 'torch song', 'vocal jazz']",2022-03-03 09:44:10+00:00,Primavera,"Jazz, Soul & Blues"
Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing', 'vocal jazz']",2022-03-03 09:44:58+00:00,Primavera,"Jazz, Soul & Blues"
Louis Armstrong,19eLuQmk9aCobbVDHc6eek,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'lounge', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",2022-03-03 09:44:58+00:00,Primavera,"Jazz, Soul & Blues"
Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing', 'vocal jazz']",2022-03-03 09:45:10+00:00,Primavera,"Jazz, Soul & Blues"
Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing', 'vocal jazz']",2022-03-03 09:45:39+00:00,Primavera,"Jazz, Soul & Blues"
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2022-03-08 16:38:53+00:00,Primavera,Otros
The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,"['modern alternative rock', 'modern rock', 'pop']",2022-03-13 19:20:53+00:00,Primavera,Pop
Foster The People,7gP3bB2nilZXLfPHJhMdvc,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",2022-03-22 08:48:14+00:00,Primavera,Rock & Indie
Tony Anderson,3aRscMJRah0QrvGE5rkvZl,"['ambient worship', 'instrumental worship']",2022-03-26 19:46:29+00:00,Primavera,Otros
Benjamin Taylor,0nmD3Kdpr2YCXRpvAW9sGl,['NA'],2022-03-31 20:32:42+00:00,Primavera,Otros
Al Safir,5NzCASNJVvcPW4uGwMRlPl,['urbano espanol'],2022-04-19 20:13:37+00:00,Primavera,Reggateon
Canelita,7g9K2QjuqVLUniCCCHyF7j,"['flamenco urbano', 'pop flamenco', 'rumba']",2022-05-02 10:44:00+00:00,Primavera,Otros
Systema Solar,2fsQcmsoEVZD4EHZOzARdx,"['colombian hip hop', 'colombian rock', 'latin alternative', 'nu-cumbia']",2022-05-02 10:46:54+00:00,Primavera,Pop
Systema Solar,2fsQcmsoEVZD4EHZOzARdx,"['colombian hip hop', 'colombian rock', 'latin alternative', 'nu-cumbia']",2022-05-02 10:47:58+00:00,Primavera,Pop
Stephen Sanchez,5XKFrudbV4IiuE5WuTPRmT,['gen z singer-songwriter'],2022-05-10 17:14:56+00:00,Primavera,Otros
Stephen Sanchez,5XKFrudbV4IiuE5WuTPRmT,['gen z singer-songwriter'],2022-05-10 17:15:07+00:00,Primavera,Otros
The Strumbellas,6ujr1NkqbZpYOhquczUUfl,"['canadian indie', 'folk-pop', 'stomp and holler']",2022-05-30 18:32:05+00:00,Primavera,Otros
Gilbert O'Sullivan,4HVmeVTQBgvTuvjB1JYwaf,"['bubblegum pop', 'soft rock']",2022-06-01 14:11:33+00:00,Verano,Otros
Ruth B.,2WzaAvm2bBCf4pEhyuDgCY,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",2022-06-02 10:13:52+00:00,Verano,Pop
La Unión,2Ax9wZpdlg4r2zkc3pcI8U,"['cantautor', 'latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'spanish new wave', 'spanish pop']",2022-07-04 21:11:59+00:00,Verano,Pop
Fito y Fitipaldis,1tZ99AnqyjgrmPwLfGU5eo,"['latin rock', 'spanish pop', 'spanish rock']",2022-07-04 21:12:14+00:00,Verano,Pop
IZAL,2hazSY4Ef3aB9ATXW7F5w3,"['spanish indie pop', 'spanish pop', 'spanish rock']",2022-07-04 21:12:24+00:00,Verano,Pop
Melendi,1EXjXQpDx2pROygh8zvHs4,"['spanish pop', 'spanish pop rock']",2022-07-04 21:12:46+00:00,Verano,Pop
